SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_5,adm2_7,adm2_2,adm2_4,adm2_6
11245,3101,1,20,27,7,NA,NA,2858,1,7,0,0,0,0,0,1,0,0,0
11287,2991,1,39,29,3,NA,NA,2665,0,6,0,0,0,0,0,0,0,0,1
11303,5295,1,50,10,3,NA,NA,1146,0,8,0,0,0,1,0,0,0,0,0
11392,5638,1,70,23,6,NA,NA,3178,0,2,0,0,0,0,0,0,1,0,0
11406,10864,1,32,4,4,NA,NA,1896,0,8,0,0,0,1,0,0,0,0,0
11486,2398,1,50,31,3,NA,NA,1664,0,7,0,0,0,0,0,1,0,0,0
11536,5214,1,55,19,4,NA,NA,1477,0,3,0,1,0,0,0,0,0,0,0
11568,11632,1,31,13,6,NA,NA,1207,0,2,0,0,0,0,0,0,1,0,0
11599,4796,1,93,10,7,NA,NA,916,1,1,0,0,1,0,0,0,0,0,0
11600,11803,1,65,6,3,NA,NA,1330,0,4,0,0,0,0,0,0,0,1,0
11662,2551,1,25,8,1,NA,NA,2281,1,5,0,0,0,0,1,0,0,0,0
11784,9323,1,45,2,1,NA,NA,2088,1,4,0,0,0,0,0,0,0,1,0
11785,9442,1,35,9,6,NA,NA,1918,0,9,1,0,0,0,0,0,0,0,0
11791,6553,1,60,5,2,NA,NA,2625,0,9,1,0,0,0,0,0,0,0,0
11805,11010,1,62,12,5,NA,NA,2353,0,8,0,0,0,1,0,0,0,0,0
11839,684,1,53,22,2,NA,NA,2896,0,6,0,0,0,0,0,0,0,0,1
11882,8568,1,18,22,7,NA,NA,1165,1,2,0,0,0,0,0,0,1,0,0
11923,3882,1,34,20,3,NA,NA,2307,0,9,1,0,0,0,0,0,0,0,0
11963,5132,1,60,16,1,NA,NA,2694,1,1,0,0,1,0,0,0,0,0,0
11966,3882,1,55,20,3,NA,NA,2147,0,9,1,0,0,0,0,0,0,0,0
12025,6714,1,98,2,3,NA,NA,977,0,4,0,0,0,0,0,0,0,1,0
12030,1681,1,38,21,2,NA,NA,2914,0,5,0,0,0,0,1,0,0,0,0
12095,888,1,49,24,1,NA,NA,2435,1,9,1,0,0,0,0,0,0,0,0
12097,8031,1,50,16,6,NA,NA,2335,0,9,1,0,0,0,0,0,0,0,0
12104,2820,1,36,10,5,NA,NA,2332,0,9,1,0,0,0,0,0,0,0,0
12108,1448,1,51,13,6,NA,NA,2137,0,2,0,0,0,0,0,0,1,0,0
12196,3936,1,32,5,7,NA,NA,2341,1,7,0,0,0,0,0,1,0,0,0
12202,8891,1,50,25,6,NA,NA,1183,0,6,0,0,0,0,0,0,0,0,1
12276,668,1,72,3,3,NA,NA,1019,0,8,0,0,0,1,0,0,0,0,0
12335,9246,1,50,23,4,NA,NA,1309,0,6,0,0,0,0,0,0,0,0,1
12349,5587,1,21,19,4,NA,NA,1105,0,3,0,1,0,0,0,0,0,0,0
12363,10509,1,55,18,3,NA,NA,1916,0,1,0,0,1,0,0,0,0,0,0
12386,2534,1,37,25,1,NA,NA,2223,1,5,0,0,0,0,1,0,0,0,0
12438,727,1,18,12,2,NA,NA,1637,0,4,0,0,0,0,0,0,0,1,0
12460,8714,1,65,30,1,NA,NA,1313,1,4,0,0,0,0,0,0,0,1,0
12477,4408,1,23,20,7,NA,NA,2306,1,3,0,1,0,0,0,0,0,0,0
12595,2091,1,18,4,4,NA,NA,1895,0,8,0,0,0,1,0,0,0,0,0
12618,5962,1,22,22,4,NA,NA,1916,0,8,0,0,0,1,0,0,0,0,0
12646,2185,1,28,18,6,NA,NA,1046,0,5,0,0,0,0,1,0,0,0,0
12665,9255,1,26,14,2,NA,NA,1494,0,2,0,0,0,0,0,0,1,0,0
12703,11223,1,30,10,5,NA,NA,2410,0,9,1,0,0,0,0,0,0,0,0
12718,5780,1,46,1,3,NA,NA,830,0,1,0,0,1,0,0,0,0,0,0
12743,5448,1,18,30,1,NA,NA,2023,1,4,0,0,0,0,0,0,0,1,0
12761,4832,1,42,18,7,NA,NA,1759,1,8,0,0,0,1,0,0,0,0,0
12811,6578,1,50,29,5,NA,NA,2076,0,7,0,0,0,0,0,1,0,0,0
12818,3102,1,35,20,5,NA,NA,2931,0,5,0,0,0,0,1,0,0,0,0
12905,2874,1,40,25,6,NA,NA,3056,0,6,0,0,0,0,0,0,0,0,1
12936,11750,1,40,23,3,NA,NA,3286,0,3,0,1,0,0,0,0,0,0,0
12940,8182,1,32,10,7,NA,NA,2899,1,1,0,0,1,0,0,0,0,0,0
12947,8463,1,20,12,7,NA,NA,917,1,6,0,0,0,0,0,0,0,0,1
12948,1909,1,53,3,7,NA,NA,2098,1,9,1,0,0,0,0,0,0,0,0
12952,10119,1,58,14,3,NA,NA,1360,0,8,0,0,0,1,0,0,0,0,0
12966,220,1,50,7,7,NA,NA,2554,1,8,0,0,0,1,0,0,0,0,0
12993,9481,1,45,24,7,NA,NA,3127,1,4,0,0,0,0,0,0,0,1,0
13000,10226,1,40,14,2,NA,NA,2477,0,6,0,0,0,0,0,0,0,0,1
13020,8459,1,18,22,4,NA,NA,1768,0,8,0,0,0,1,0,0,0,0,0
13026,2399,1,28,9,2,NA,NA,2069,0,8,0,0,0,1,0,0,0,0,0
13096,7404,1,23,29,5,NA,NA,527,0,7,0,0,0,0,0,1,0,0,0
13107,1733,1,45,14,2,NA,NA,1534,0,6,0,0,0,0,0,0,0,0,1
13191,9683,1,48,10,5,NA,NA,2258,0,6,0,0,0,0,0,0,0,0,1
13208,9267,1,30,29,5,NA,NA,1993,0,5,0,0,0,0,1,0,0,0,0
13215,4606,1,21,10,3,NA,NA,2414,0,8,0,0,0,1,0,0,0,0,0
13241,874,1,45,22,2,NA,NA,2419,0,3,0,1,0,0,0,0,0,0,0
13250,10862,1,60,6,4,NA,NA,2479,0,3,0,1,0,0,0,0,0,0,0
13298,1605,1,49,14,2,NA,NA,3302,0,6,0,0,0,0,0,0,0,0,1
13310,7926,1,40,12,5,NA,NA,2961,0,2,0,0,0,0,0,0,1,0,0
13331,6269,1,35,4,6,NA,NA,2049,0,3,0,1,0,0,0,0,0,0,0
13355,10397,1,62,10,3,NA,NA,1153,0,8,0,0,0,1,0,0,0,0,0
13383,11615,1,55,22,2,NA,NA,1766,0,6,0,0,0,0,0,0,0,0,1
13423,7695,1,24,10,7,NA,NA,1715,1,4,0,0,0,0,0,0,0,1,0
13426,3426,1,52,19,4,NA,NA,3558,0,3,0,1,0,0,0,0,0,0,0
13437,1004,1,18,29,2,NA,NA,1402,0,7,0,0,0,0,0,1,0,0,0
13479,8352,1,38,27,7,NA,NA,1740,1,7,0,0,0,0,0,1,0,0,0
13482,9031,1,45,26,4,NA,NA,1712,0,4,0,0,0,0,0,0,0,1,0
13488,4606,1,55,10,3,NA,NA,1550,0,8,0,0,0,1,0,0,0,0,0
13500,7518,1,35,22,2,NA,NA,3231,0,6,0,0,0,0,0,0,0,0,1
13514,1480,1,63,3,5,NA,NA,1138,0,7,0,0,0,0,0,1,0,0,0
13539,3723,1,45,28,3,NA,NA,1474,0,1,0,0,1,0,0,0,0,0,0
13570,10667,1,54,23,4,NA,NA,3385,0,6,0,0,0,0,0,0,0,0,1
13595,7211,1,25,25,5,NA,NA,3758,0,3,0,1,0,0,0,0,0,0,0
13621,4976,1,19,27,3,NA,NA,2327,0,2,0,0,0,0,0,0,1,0,0
13677,11878,1,18,15,5,NA,NA,2866,0,9,1,0,0,0,0,0,0,0,0
13678,8241,1,20,22,5,NA,NA,1632,0,4,0,0,0,0,0,0,0,1,0
13742,3340,1,31,9,4,NA,NA,1292,0,9,1,0,0,0,0,0,0,0,0
13789,11369,1,50,24,7,NA,NA,1474,1,4,0,0,0,0,0,0,0,1,0
13809,5228,1,21,13,1,NA,NA,1952,1,9,1,0,0,0,0,0,0,0,0
13811,8261,1,50,22,2,NA,NA,2387,0,6,0,0,0,0,0,0,0,0,1
13816,4022,1,19,26,2,NA,NA,2295,0,2,0,0,0,0,0,0,1,0,0
13863,774,1,65,6,3,NA,NA,1410,0,1,0,0,1,0,0,0,0,0,0
13904,9721,1,62,27,3,NA,NA,2381,0,7,0,0,0,0,0,1,0,0,0
13930,8755,1,30,8,5,NA,NA,1660,0,4,0,0,0,0,0,0,0,1,0
13951,6712,1,65,10,5,NA,NA,922,0,9,1,0,0,0,0,0,0,0,0
13952,8120,1,35,9,4,NA,NA,1639,0,9,1,0,0,0,0,0,0,0,0
14175,11292,1,25,25,5,NA,NA,2580,0,3,0,1,0,0,0,0,0,0,0
14176,6289,1,62,12,4,NA,NA,1945,0,8,0,0,0,1,0,0,0,0,0
14213,3540,1,37,29,2,NA,NA,1570,0,7,0,0,0,0,0,1,0,0,0
14323,8280,1,55,28,3,NA,NA,1459,0,1,0,0,1,0,0,0,0,0,0
14329,4035,1,62,9,2,NA,NA,1922,0,8,0,0,0,1,0,0,0,0,0
14387,5857,1,22,27,3,NA,NA,2326,0,7,0,0,0,0,0,1,0,0,0
14483,11478,1,72,21,4,NA,NA,1657,0,4,0,0,0,0,0,0,0,1,0
14491,8678,1,60,21,5,NA,NA,2044,0,9,1,0,0,0,0,0,0,0,0
14574,10323,1,70,18,7,NA,NA,1878,1,8,0,0,0,1,0,0,0,0,0
14575,6311,1,29,23,6,NA,NA,2185,0,2,0,0,0,0,0,0,1,0,0
14584,2952,1,19,23,7,NA,NA,1995,1,7,0,0,0,0,0,1,0,0,0
14593,6852,1,18,2,3,NA,NA,1405,0,4,0,0,0,0,0,0,0,1,0
14611,6920,1,65,10,5,NA,NA,1129,0,6,0,0,0,0,0,0,0,0,1
14683,6269,1,18,4,6,NA,NA,1797,0,3,0,1,0,0,0,0,0,0,0
14692,1736,1,26,21,6,NA,NA,1539,0,3,0,1,0,0,0,0,0,0,0
14736,9311,1,55,25,2,NA,NA,1953,0,7,0,0,0,0,0,1,0,0,0
14740,2287,1,45,13,1,NA,NA,1495,1,2,0,0,0,0,0,0,1,0,0
14769,10145,1,40,20,5,NA,NA,1082,0,5,0,0,0,0,1,0,0,0,0
14781,10575,1,50,3,7,NA,NA,1663,1,9,1,0,0,0,0,0,0,0,0
14792,1733,1,18,14,2,NA,NA,2162,0,6,0,0,0,0,0,0,0,0,1
14827,2396,1,60,31,3,NA,NA,3083,0,7,0,0,0,0,0,1,0,0,0
14870,5961,1,30,1,3,NA,NA,2164,0,1,0,0,1,0,0,0,0,0,0
14972,10630,1,21,21,1,NA,NA,2081,1,3,0,1,0,0,0,0,0,0,0
14975,7574,1,24,21,1,NA,NA,1597,1,6,0,0,0,0,0,0,0,0,1
14989,5898,1,40,2,5,NA,NA,1938,0,7,0,0,0,0,0,1,0,0,0
15044,4717,1,20,30,6,NA,NA,3078,0,5,0,0,0,0,1,0,0,0,0
15045,10307,1,23,16,1,NA,NA,2429,1,1,0,0,1,0,0,0,0,0,0
15083,2014,1,95,23,4,NA,NA,1367,0,6,0,0,0,0,0,0,0,0,1
15096,1292,1,18,8,5,NA,NA,3251,0,1,0,0,1,0,0,0,0,0,0
15167,7096,1,30,23,4,NA,NA,763,0,6,0,0,0,0,0,0,0,0,1
15255,9054,1,68,24,7,NA,NA,1030,1,5,0,0,0,0,1,0,0,0,0
15282,2703,1,85,16,6,NA,NA,2587,0,9,1,0,0,0,0,0,0,0,0
15304,98,1,45,3,5,NA,NA,1798,0,1,0,0,1,0,0,0,0,0,0
15333,10301,1,25,30,1,NA,NA,2210,1,4,0,0,0,0,0,0,0,1,0
15343,4509,1,25,18,6,NA,NA,1292,0,5,0,0,0,0,1,0,0,0,0
15379,768,1,20,19,4,NA,NA,2307,0,1,0,0,1,0,0,0,0,0,0
15406,7037,1,75,6,3,NA,NA,1403,0,4,0,0,0,0,0,0,0,1,0
15438,2854,1,40,1,3,NA,NA,2178,0,3,0,1,0,0,0,0,0,0,0
15450,4081,1,38,9,2,NA,NA,1242,0,8,0,0,0,1,0,0,0,0,0
15458,2429,1,36,25,6,NA,NA,1377,0,6,0,0,0,0,0,0,0,0,1
15528,11739,1,50,24,1,NA,NA,2620,1,9,1,0,0,0,0,0,0,0,0
15589,7661,1,58,27,1,NA,NA,1848,1,6,0,0,0,0,0,0,0,0,1
15591,7518,1,60,22,2,NA,NA,3287,0,6,0,0,0,0,0,0,0,0,1
15666,9600,1,60,6,4,NA,NA,1655,0,3,0,1,0,0,0,0,0,0,0
15678,853,1,65,29,5,NA,NA,2625,0,7,0,0,0,0,0,1,0,0,0
15700,1339,1,45,27,5,NA,NA,2851,0,3,0,1,0,0,0,0,0,0,0
15701,8300,1,45,28,2,NA,NA,921,0,6,0,0,0,0,0,0,0,0,1
15712,2336,1,20,19,4,NA,NA,1452,0,3,0,1,0,0,0,0,0,0,0
15715,6521,1,22,4,6,NA,NA,1355,0,3,0,1,0,0,0,0,0,0,0
15732,5350,1,50,20,7,NA,NA,1852,1,6,0,0,0,0,0,0,0,0,1
15768,9993,1,65,24,7,NA,NA,1668,1,4,0,0,0,0,0,0,0,1,0
15800,8616,1,35,8,3,NA,NA,2336,0,9,1,0,0,0,0,0,0,0,0
15835,5295,1,21,10,3,NA,NA,2284,0,8,0,0,0,1,0,0,0,0,0
15872,1147,1,21,27,2,NA,NA,1511,0,1,0,0,1,0,0,0,0,0,0
15898,8702,1,68,29,3,NA,NA,1667,0,6,0,0,0,0,0,0,0,0,1
15899,9074,1,26,20,5,NA,NA,1057,0,5,0,0,0,0,1,0,0,0,0
15927,2409,1,35,10,5,NA,NA,2046,0,2,0,0,0,0,0,0,1,0,0
16018,3329,1,18,1,3,NA,NA,694,0,1,0,0,1,0,0,0,0,0,0
16020,4540,1,62,20,5,NA,NA,1173,0,5,0,0,0,0,1,0,0,0,0
16152,10615,1,65,2,3,NA,NA,2054,0,4,0,0,0,0,0,0,0,1,0
16159,9380,1,50,29,5,NA,NA,1456,0,7,0,0,0,0,0,1,0,0,0
16168,1616,1,37,13,6,NA,NA,2729,0,2,0,0,0,0,0,0,1,0,0
16181,4194,1,20,19,3,NA,NA,2587,0,9,1,0,0,0,0,0,0,0,0
16187,5962,1,50,22,4,NA,NA,1715,0,8,0,0,0,1,0,0,0,0,0
16209,4832,1,20,18,7,NA,NA,1984,1,8,0,0,0,1,0,0,0,0,0
16311,51,1,25,26,4,NA,NA,3491,0,4,0,0,0,0,0,0,0,1,0
16361,657,1,60,7,2,NA,NA,859,0,7,0,0,0,0,0,1,0,0,0
16399,3101,1,18,27,7,NA,NA,2941,1,7,0,0,0,0,0,1,0,0,0
16401,1587,1,22,26,4,NA,NA,3000,0,4,0,0,0,0,0,0,0,1,0
16462,4635,1,45,27,7,NA,NA,1933,1,7,0,0,0,0,0,1,0,0,0
16552,10999,1,24,7,7,NA,NA,1825,1,5,0,0,0,0,1,0,0,0,0
16591,830,1,60,8,1,NA,NA,614,1,8,0,0,0,1,0,0,0,0,0
16597,8414,1,26,25,2,NA,NA,3362,0,7,0,0,0,0,0,1,0,0,0
16599,453,1,32,21,6,NA,NA,2031,0,3,0,1,0,0,0,0,0,0,0
16789,10427,1,35,14,2,NA,NA,2344,0,9,1,0,0,0,0,0,0,0,0
16842,3329,1,25,1,3,NA,NA,781,0,1,0,0,1,0,0,0,0,0,0
16914,7223,1,38,18,1,NA,NA,1645,1,9,1,0,0,0,0,0,0,0,0
16915,9157,1,38,5,2,NA,NA,1531,0,9,1,0,0,0,0,0,0,0,0
16960,2773,1,24,27,5,NA,NA,1655,0,3,0,1,0,0,0,0,0,0,0
16962,5228,1,65,13,1,NA,NA,1507,1,9,1,0,0,0,0,0,0,0,0
17034,5624,1,35,7,2,NA,NA,1429,0,7,0,0,0,0,0,1,0,0,0
17108,3406,1,35,17,2,NA,NA,2754,0,1,0,0,1,0,0,0,0,0,0
17163,9894,1,70,18,7,NA,NA,1758,1,8,0,0,0,1,0,0,0,0,0
17208,5333,1,30,25,2,NA,NA,2569,0,7,0,0,0,0,0,1,0,0,0
17230,8816,1,60,14,2,NA,NA,2700,0,2,0,0,0,0,0,0,1,0,0
17240,9504,1,63,19,6,NA,NA,2567,0,6,0,0,0,0,0,0,0,0,1
17267,11549,1,65,18,6,NA,NA,1513,0,5,0,0,0,0,1,0,0,0,0
17275,2028,1,55,21,5,NA,NA,1879,0,7,0,0,0,0,0,1,0,0,0
17319,3690,1,32,4,4,NA,NA,1281,0,5,0,0,0,0,1,0,0,0,0
17363,5573,1,18,24,7,NA,NA,3004,1,5,0,0,0,0,1,0,0,0,0
17405,5996,1,18,22,5,NA,NA,1519,0,4,0,0,0,0,0,0,0,1,0
17453,4084,1,30,4,2,NA,NA,1449,0,3,0,1,0,0,0,0,0,0,0
17474,4543,1,36,7,4,NA,NA,3707,0,9,1,0,0,0,0,0,0,0,0
17503,1784,1,22,15,3,NA,NA,1493,0,2,0,0,0,0,0,0,1,0,0
17536,8747,1,30,15,7,NA,NA,1462,1,8,0,0,0,1,0,0,0,0,0
17555,5615,1,27,13,6,NA,NA,1793,0,8,0,0,0,1,0,0,0,0,0
17576,389,1,18,4,5,NA,NA,1303,0,4,0,0,0,0,0,0,0,1,0
17585,6303,1,18,12,5,NA,NA,2323,0,2,0,0,0,0,0,0,1,0,0
17612,2898,1,20,24,2,NA,NA,1088,0,2,0,0,0,0,0,0,1,0,0
17674,8854,1,60,14,6,NA,NA,2542,0,8,0,0,0,1,0,0,0,0,0
17694,9883,1,28,14,4,NA,NA,2720,0,9,1,0,0,0,0,0,0,0,0
17736,5357,1,43,31,3,NA,NA,1857,0,7,0,0,0,0,0,1,0,0,0
17752,2170,1,36,29,3,NA,NA,2371,0,6,0,0,0,0,0,0,0,0,1
17772,5344,1,20,6,6,NA,NA,2925,0,8,0,0,0,1,0,0,0,0,0
17793,8951,1,18,8,7,NA,NA,1239,1,8,0,0,0,1,0,0,0,0,0
17841,7364,1,25,20,7,NA,NA,2155,1,6,0,0,0,0,0,0,0,0,1
17880,115,1,75,4,2,NA,NA,1595,0,3,0,1,0,0,0,0,0,0,0
17972,5295,1,60,10,3,NA,NA,1292,0,8,0,0,0,1,0,0,0,0,0
17980,2734,1,21,3,5,NA,NA,958,0,1,0,0,1,0,0,0,0,0,0
17996,7155,1,30,14,2,NA,NA,1916,0,9,1,0,0,0,0,0,0,0,0
18237,10309,1,60,23,7,NA,NA,1478,1,7,0,0,0,0,0,1,0,0,0
18254,194,1,32,15,5,NA,NA,1896,0,9,1,0,0,0,0,0,0,0,0
18259,2288,1,32,15,7,NA,NA,2830,1,1,0,0,1,0,0,0,0,0,0
18268,5380,1,21,6,6,NA,NA,2704,0,8,0,0,0,1,0,0,0,0,0
18277,4349,1,40,9,6,NA,NA,1261,0,9,1,0,0,0,0,0,0,0,0
18284,5491,1,65,11,6,NA,NA,1939,0,3,0,1,0,0,0,0,0,0,0
18300,8671,1,55,22,3,NA,NA,1256,0,5,0,0,0,0,1,0,0,0,0
18305,401,1,36,20,2,NA,NA,2696,0,8,0,0,0,1,0,0,0,0,0
18324,2749,1,20,27,5,NA,NA,2060,0,3,0,1,0,0,0,0,0,0,0
18345,9390,1,32,10,7,NA,NA,1756,1,1,0,0,1,0,0,0,0,0,0
18368,10241,1,40,30,1,NA,NA,2137,1,4,0,0,0,0,0,0,0,1,0
18391,1864,1,40,6,4,NA,NA,2268,0,3,0,1,0,0,0,0,0,0,0
18393,11694,1,35,14,2,NA,NA,2651,0,6,0,0,0,0,0,0,0,0,1
18400,8753,1,54,16,1,NA,NA,3006,1,8,0,0,0,1,0,0,0,0,0
18408,9016,1,65,15,3,NA,NA,1290,0,2,0,0,0,0,0,0,1,0,0
18423,7791,1,60,20,1,NA,NA,1761,1,5,0,0,0,0,1,0,0,0,0
18428,333,1,20,9,2,NA,NA,1409,0,2,0,0,0,0,0,0,1,0,0
18492,9365,1,75,22,6,NA,NA,2657,0,7,0,0,0,0,0,1,0,0,0
18493,7243,1,22,26,4,NA,NA,4009,0,4,0,0,0,0,0,0,0,1,0
18495,527,1,69,11,6,NA,NA,1133,0,3,0,1,0,0,0,0,0,0,0
18509,6625,1,60,8,5,NA,NA,862,0,4,0,0,0,0,0,0,0,1,0
18558,7644,1,23,28,5,NA,NA,2482,0,4,0,0,0,0,0,0,0,1,0
18565,11125,1,18,29,2,NA,NA,2321,0,7,0,0,0,0,0,1,0,0,0
18570,10917,1,45,23,5,NA,NA,1009,0,1,0,0,1,0,0,0,0,0,0
18686,10236,1,44,27,2,NA,NA,1894,0,1,0,0,1,0,0,0,0,0,0
18696,7957,1,35,27,3,NA,NA,1948,0,7,0,0,0,0,0,1,0,0,0
18701,2591,1,45,21,5,NA,NA,2367,0,9,1,0,0,0,0,0,0,0,0
18703,9220,1,29,18,6,NA,NA,1232,0,5,0,0,0,0,1,0,0,0,0
18760,7073,1,38,18,5,NA,NA,2277,0,6,0,0,0,0,0,0,0,0,1
18911,10715,1,36,20,2,NA,NA,770,0,8,0,0,0,1,0,0,0,0,0
19003,7797,1,25,23,7,NA,NA,3782,1,9,1,0,0,0,0,0,0,0,0
19022,2949,1,62,24,1,NA,NA,1138,1,9,1,0,0,0,0,0,0,0,0
19042,333,1,24,9,2,NA,NA,2404,0,2,0,0,0,0,0,0,1,0,0
19073,4619,1,27,4,5,NA,NA,1571,0,4,0,0,0,0,0,0,0,1,0
19088,9442,1,40,9,6,NA,NA,2009,0,9,1,0,0,0,0,0,0,0,0
19160,9394,1,40,24,4,NA,NA,1544,0,3,0,1,0,0,0,0,0,0,0
19217,7127,1,70,7,4,NA,NA,815,0,9,1,0,0,0,0,0,0,0,0
19335,9607,1,35,5,5,NA,NA,1883,0,8,0,0,0,1,0,0,0,0,0
19340,11125,1,46,29,2,NA,NA,2737,0,7,0,0,0,0,0,1,0,0,0
19353,7681,1,18,25,6,NA,NA,1584,0,6,0,0,0,0,0,0,0,0,1
19362,10370,1,29,19,4,NA,NA,1747,0,3,0,1,0,0,0,0,0,0,0
19375,10140,1,25,18,5,NA,NA,1122,0,6,0,0,0,0,0,0,0,0,1
19376,6699,1,40,4,2,NA,NA,2236,0,3,0,1,0,0,0,0,0,0,0
19385,11168,1,40,16,5,NA,NA,2252,0,8,0,0,0,1,0,0,0,0,0
19423,11887,1,22,5,7,NA,NA,1303,1,7,0,0,0,0,0,1,0,0,0
19462,9293,1,40,18,5,NA,NA,3176,0,6,0,0,0,0,0,0,0,0,1
19483,6980,1,50,21,5,NA,NA,2609,0,9,1,0,0,0,0,0,0,0,0
19500,6927,1,27,6,6,NA,NA,1571,0,8,0,0,0,1,0,0,0,0,0
19522,1095,1,35,9,4,NA,NA,2399,0,7,0,0,0,0,0,1,0,0,0
19528,2646,1,22,23,6,NA,NA,3173,0,4,0,0,0,0,0,0,0,1,0
19658,3714,1,45,30,1,NA,NA,1316,1,1,0,0,1,0,0,0,0,0,0
19673,3793,1,30,6,4,NA,NA,1851,0,3,0,1,0,0,0,0,0,0,0
19726,9249,1,45,10,3,NA,NA,2285,0,2,0,0,0,0,0,0,1,0,0
19743,1877,1,60,20,7,NA,NA,2443,1,3,0,1,0,0,0,0,0,0,0
19744,2080,1,38,8,1,NA,NA,1659,1,8,0,0,0,1,0,0,0,0,0
19755,2239,1,32,21,5,NA,NA,2395,0,9,1,0,0,0,0,0,0,0,0
19788,7352,1,26,27,1,NA,NA,655,1,6,0,0,0,0,0,0,0,0,1
19846,5952,1,39,22,4,NA,NA,2944,0,8,0,0,0,1,0,0,0,0,0
19875,1028,1,60,6,3,NA,NA,766,0,1,0,0,1,0,0,0,0,0,0
19903,3584,1,50,18,5,NA,NA,1309,0,6,0,0,0,0,0,0,0,0,1
19948,154,1,36,18,6,NA,NA,1990,0,5,0,0,0,0,1,0,0,0,0
19953,4660,1,35,13,1,NA,NA,1681,1,2,0,0,0,0,0,0,1,0,0
19990,305,1,32,30,1,NA,NA,2345,1,4,0,0,0,0,0,0,0,1,0
19992,10754,1,50,6,6,NA,NA,3627,0,5,0,0,0,0,1,0,0,0,0
19996,7848,1,57,14,2,NA,NA,1950,0,9,1,0,0,0,0,0,0,0,0
20009,4507,1,70,7,7,NA,NA,1634,1,8,0,0,0,1,0,0,0,0,0
20069,6520,1,40,8,3,NA,NA,2204,0,3,0,1,0,0,0,0,0,0,0
20081,2271,1,45,20,1,NA,NA,1654,1,5,0,0,0,0,1,0,0,0,0
20099,5401,1,48,31,3,NA,NA,3271,0,7,0,0,0,0,0,1,0,0,0
20144,2923,1,18,2,1,NA,NA,1663,1,4,0,0,0,0,0,0,0,1,0
20211,3882,1,25,20,3,NA,NA,2147,0,9,1,0,0,0,0,0,0,0,0
20308,10425,1,50,5,2,NA,NA,1136,0,9,1,0,0,0,0,0,0,0,0
20458,3707,1,32,10,2,NA,NA,1114,0,8,0,0,0,1,0,0,0,0,0
20461,10910,1,56,8,5,NA,NA,1161,0,1,0,0,1,0,0,0,0,0,0
20467,1646,1,72,8,7,NA,NA,1553,1,8,0,0,0,1,0,0,0,0,0
20485,6303,1,20,12,5,NA,NA,2442,0,2,0,0,0,0,0,0,1,0,0
20522,10606,1,70,5,5,NA,NA,2069,0,5,0,0,0,0,1,0,0,0,0
20612,11527,1,25,21,6,NA,NA,1027,0,3,0,1,0,0,0,0,0,0,0
20646,11038,1,23,2,3,NA,NA,2307,0,4,0,0,0,0,0,0,0,1,0
20662,10830,1,45,15,7,NA,NA,1961,1,1,0,0,1,0,0,0,0,0,0
20672,1745,1,47,19,6,NA,NA,1294,0,3,0,1,0,0,0,0,0,0,0
20674,2178,1,42,10,7,NA,NA,1496,1,1,0,0,1,0,0,0,0,0,0
20694,3410,1,50,4,5,NA,NA,2637,0,4,0,0,0,0,0,0,0,1,0
20750,5470,1,63,14,2,NA,NA,1196,0,6,0,0,0,0,0,0,0,0,1
20818,6578,1,20,29,5,NA,NA,1613,0,7,0,0,0,0,0,1,0,0,0
20876,2220,1,66,3,5,NA,NA,2274,0,7,0,0,0,0,0,1,0,0,0
20899,8792,1,42,25,2,NA,NA,2494,0,7,0,0,0,0,0,1,0,0,0
20926,8144,1,38,1,3,NA,NA,1902,0,3,0,1,0,0,0,0,0,0,0
20939,6279,1,78,20,1,NA,NA,1635,1,5,0,0,0,0,1,0,0,0,0
20950,5456,1,27,2,1,NA,NA,1770,1,4,0,0,0,0,0,0,0,1,0
20963,163,1,28,7,4,NA,NA,1921,0,9,1,0,0,0,0,0,0,0,0
21036,3714,1,18,30,1,NA,NA,2044,1,1,0,0,1,0,0,0,0,0,0
21091,6194,1,40,26,2,NA,NA,2014,0,2,0,0,0,0,0,0,1,0,0
21177,59,1,48,10,7,NA,NA,1335,1,1,0,0,1,0,0,0,0,0,0
21182,2775,1,52,16,4,NA,NA,1308,0,5,0,0,0,0,1,0,0,0,0
21219,5501,1,60,18,7,NA,NA,2204,1,8,0,0,0,1,0,0,0,0,0
21233,4754,1,32,6,3,NA,NA,2071,0,4,0,0,0,0,0,0,0,1,0
21274,4202,1,28,24,7,NA,NA,1670,1,4,0,0,0,0,0,0,0,1,0
21311,2717,1,75,10,5,NA,NA,2078,0,9,1,0,0,0,0,0,0,0,0
21358,5302,1,75,16,4,NA,NA,928,0,5,0,0,0,0,1,0,0,0,0
21364,8891,1,23,25,6,NA,NA,936,0,6,0,0,0,0,0,0,0,0,1
21366,3237,1,32,22,7,NA,NA,3402,1,2,0,0,0,0,0,0,1,0,0
21376,10370,1,38,19,4,NA,NA,2357,0,3,0,1,0,0,0,0,0,0,0
21399,1142,1,18,3,3,NA,NA,1227,0,8,0,0,0,1,0,0,0,0,0
21436,8306,1,68,22,7,NA,NA,1071,1,2,0,0,0,0,0,0,1,0,0
